event_participant_id,event_id,person_id,participant_name,participant_role,source_ids,confidence,needs_manual_review
EVP-00063,EVT-00049,ZLH-004,夏衍,unclear,SRC-0001,medium,yes
EVP-00064,EVT-00050,ZLH-004,夏衍,unclear,SRC-0001,medium,yes
EVP-00065,EVT-00051,ZLH-004,夏衍,unclear,SRC-0001,medium,yes
EVP-00066,EVT-00052,ZLH-004,夏衍,unclear,SRC-0001,medium,yes
EVP-00067,EVT-00053,ZLH-004,夏衍,unclear,SRC-0001,medium,yes
EVP-00068,EVT-00054,ZLH-004,夏衍,unclear,SRC-0001,medium,yes
EVP-00070,EVT-00055,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00071,EVT-00056,ZLH-020,李求实,unclear,SRC-0001,medium,yes
EVP-00072,EVT-00057,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00073,EVT-00058,ZLH-020,李求实,unclear,SRC-0001,medium,yes
EVP-00074,EVT-00059,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00075,EVT-00060,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00076,EVT-00061,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00077,EVT-00062,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00078,EVT-00063,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00079,EVT-00064,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00080,EVT-00065,ZLH-005,冯雪峰,待核,SRC-1120;SRC-1121,medium,yes
EVP-00147,EVT-00065,ZLH-013,阳翰笙,待核,SRC-1120;SRC-1121,medium,yes
EVP-00229,EVT-00065,ZLH-021,丁玲,待核,SRC-1120;SRC-1121,medium,yes
EVP-00267,EVT-00065,ZLH-036,穆木天,待核,SRC-1120;SRC-1121,medium,yes
EVP-00275,EVT-00065,ZLH-037,楼适夷,待核,SRC-1120;SRC-1121,medium,yes
EVP-00337,EVT-00065,ZLH-091,叶以群,待核,SRC-1120;SRC-1121,medium,yes
EVP-00336,EVT-00065,ZLH-121,内山完造,待核,SRC-1120;SRC-1121,medium,yes
EVP-00081,EVT-00066,ZLH-005,冯雪峰,unclear,SRC-0001,medium,yes
EVP-00149,EVT-00066,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00231,EVT-00066,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00269,EVT-00066,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00338,EVT-00066,ZLH-091,叶以群,unclear,SRC-0001,medium,yes
EVP-00339,EVT-00066,ZLH-121,内山完造,unclear,SRC-0001,medium,yes
EVP-00084,EVT-00067,ZLH-006,潘汉年,unclear,SRC-0001,medium,yes
EVP-00085,EVT-00068,ZLH-006,潘汉年,unclear,SRC-0001,medium,yes
EVP-00086,EVT-00069,ZLH-006,潘汉年,unclear,SRC-0001,medium,yes
EVP-00087,EVT-00070,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00088,EVT-00070,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00089,EVT-00071,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00252,EVT-00071,ZLH-031,葛琴,unclear,SRC-0001,medium,yes
EVP-00090,EVT-00071,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00093,EVT-00071,ZLH-042,魏金枝,unclear,SRC-0001,medium,yes
EVP-00323,EVT-00071,ZLH-067,任钧,unclear,SRC-0001,medium,yes
EVP-00340,EVT-00071,ZLH-105,沈起予,unclear,SRC-0001,medium,yes
EVP-00091,EVT-00072,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00122,EVT-00072,ZLH-010,洪深,unclear,SRC-0001,medium,yes
EVP-00092,EVT-00072,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00094,EVT-00072,ZLH-042,魏金枝,unclear,SRC-0001,medium,yes
EVP-00341,EVT-00072,ZLH-105,沈起予,unclear,SRC-0001,medium,yes
EVP-00095,EVT-00073,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00096,EVT-00074,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00097,EVT-00075,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00098,EVT-00076,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00099,EVT-00077,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00100,EVT-00078,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00101,EVT-00079,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00102,EVT-00080,ZLH-007,周扬,unclear,SRC-0001,medium,yes
EVP-00103,EVT-00081,ZLH-008,田汉,unclear,SRC-0001,medium,yes
EVP-00104,EVT-00082,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00105,EVT-00083,ZLH-008,田汉,unclear,SRC-0001,medium,yes
EVP-00106,EVT-00084,ZLH-023,叶紫,unclear,SRC-0001,medium,yes
EVP-00107,EVT-00085,ZLH-045,周立波,unclear,SRC-0001,medium,yes
EVP-00108,EVT-00086,ZLH-008,田汉,unclear,SRC-0001,medium,yes
EVP-00109,EVT-00087,ZLH-008,田汉,unclear,SRC-0001,medium,yes
EVP-00110,EVT-00088,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00111,EVT-00089,ZLH-024,艾芜,unclear,SRC-0001,medium,yes
EVP-00112,EVT-00090,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00113,EVT-00091,ZLH-024,艾芜,unclear,SRC-0001,medium,yes
EVP-00114,EVT-00092,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00115,EVT-00093,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00116,EVT-00094,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00118,EVT-00095,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00119,EVT-00096,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00120,EVT-00097,ZLH-009,郑伯奇,unclear,SRC-0001,medium,yes
EVP-00121,EVT-00098,ZLH-010,洪深,unclear,SRC-0001,medium,yes
EVP-00123,EVT-00099,ZLH-010,洪深,unclear,SRC-0001,medium,yes
EVP-00124,EVT-00100,ZLH-010,洪深,unclear,SRC-0001,medium,yes
EVP-00127,EVT-00101,ZLH-011,钱杏邨,unclear,SRC-0001,medium,yes
EVP-00128,EVT-00102,ZLH-011,钱杏邨,unclear,SRC-0001,medium,yes
EVP-00129,EVT-00103,ZLH-012,蒋光慈,unclear,SRC-0001,medium,yes
EVP-00130,EVT-00103,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00131,EVT-00104,ZLH-012,蒋光慈,unclear,SRC-0001,medium,yes
EVP-00132,EVT-00104,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00284,EVT-00104,ZLH-042,魏金枝,unclear,SRC-0001,medium,yes
EVP-00133,EVT-00105,ZLH-012,蒋光慈,冲突,SRC-0001,high,yes
EVP-00134,EVT-00106,ZLH-012,蒋光慈,unclear,SRC-0001,medium,yes
EVP-00135,EVT-00107,ZLH-012,蒋光慈,unclear,SRC-0001,medium,yes
EVP-00136,EVT-00108,ZLH-012,蒋光慈,冲突,SRC-1118;SRC-1119,high,yes
EVP-00138,EVT-00109,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00139,EVT-00110,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00140,EVT-00111,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00141,EVT-00112,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00142,EVT-00113,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00143,EVT-00114,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00144,EVT-00115,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00145,EVT-00116,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00146,EVT-00117,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00148,EVT-00118,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00150,EVT-00119,ZLH-013,阳翰笙,unclear,SRC-0001,medium,yes
EVP-00151,EVT-00120,ZLH-014,冯乃超,unclear,SRC-0001,medium,yes
EVP-00152,EVT-00121,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00153,EVT-00122,ZLH-014,冯乃超,unclear,SRC-0001,medium,yes
EVP-00154,EVT-00123,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00155,EVT-00124,ZLH-014,冯乃超,unclear,SRC-0001,medium,yes
EVP-00156,EVT-00124,ZLH-034,彭康,unclear,SRC-0001,medium,yes
EVP-00157,EVT-00125,ZLH-014,冯乃超,unclear,SRC-0001,medium,yes
EVP-00158,EVT-00125,ZLH-034,彭康,unclear,SRC-0001,medium,yes
EVP-00159,EVT-00126,ZLH-014,冯乃超,unclear,SRC-0001,medium,yes
EVP-00160,EVT-00127,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00161,EVT-00128,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00162,EVT-00129,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00163,EVT-00130,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00164,EVT-00131,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00165,EVT-00132,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00166,EVT-00133,ZLH-015,郁达夫,unclear,SRC-0001,medium,yes
EVP-00167,EVT-00134,ZLH-016,柔石,冲突,SRC-0001,high,yes
EVP-00168,EVT-00135,ZLH-047,林淡秋,unclear,SRC-0001,medium,yes
EVP-00169,EVT-00136,ZLH-016,柔石,冲突,SRC-0001,high,yes
EVP-00170,EVT-00137,ZLH-047,林淡秋,unclear,SRC-0001,medium,yes
EVP-00171,EVT-00138,ZLH-016,柔石,冲突,SRC-0001,high,yes
EVP-00172,EVT-00139,ZLH-047,林淡秋,unclear,SRC-0001,medium,yes
EVP-00173,EVT-00140,ZLH-016,柔石,unclear,SRC-0001,medium,yes
EVP-00174,EVT-00141,ZLH-016,柔石,unclear,SRC-0001,medium,yes
EVP-00175,EVT-00142,ZLH-016,柔石,unclear,SRC-0001,medium,yes
EVP-00176,EVT-00143,ZLH-016,柔石,unclear,SRC-0001,medium,yes
EVP-00177,EVT-00144,ZLH-016,柔石,冲突,SRC-0001,high,yes
EVP-00178,EVT-00145,ZLH-016,柔石,冲突,SRC-0001,high,yes
EVP-00179,EVT-00146,ZLH-016,柔石,unclear,SRC-0001,medium,yes
EVP-00180,EVT-00147,ZLH-016,柔石,unclear,SRC-0001,medium,yes
EVP-00181,EVT-00148,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00182,EVT-00149,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00183,EVT-00150,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00184,EVT-00151,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00185,EVT-00152,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00186,EVT-00153,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00187,EVT-00154,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00188,EVT-00155,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00189,EVT-00156,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00190,EVT-00157,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00191,EVT-00158,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00192,EVT-00159,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00193,EVT-00160,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00194,EVT-00161,ZLH-048,王任叔,unclear,SRC-0001,medium,yes
EVP-00195,EVT-00162,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00196,EVT-00163,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00197,EVT-00164,ZLH-018,冯铿,unclear,SRC-0001,medium,yes
EVP-00198,EVT-00165,ZLH-018,冯铿,冲突,SRC-0001,high,yes
EVP-00199,EVT-00166,ZLH-018,冯铿,冲突,SRC-0001,high,yes
EVP-00200,EVT-00167,ZLH-018,冯铿,冲突,SRC-0001,high,yes
EVP-00201,EVT-00168,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00202,EVT-00169,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00203,EVT-00170,ZLH-019,殷夫,冲突,SRC-0001,high,yes
EVP-00204,EVT-00171,ZLH-026,胡风,unclear,SRC-0001,medium,yes
EVP-00205,EVT-00172,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00206,EVT-00173,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00207,EVT-00174,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00208,EVT-00175,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00209,EVT-00176,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00210,EVT-00177,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00211,EVT-00178,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00212,EVT-00179,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00213,EVT-00180,ZLH-019,殷夫,unclear,SRC-0001,medium,yes
EVP-00214,EVT-00181,ZLH-020,李求实,unclear,SRC-0001,medium,yes
EVP-00215,EVT-00182,ZLH-024,艾芜,unclear,SRC-0001,medium,yes
EVP-00216,EVT-00183,ZLH-024,艾芜,unclear,SRC-0001,medium,yes
EVP-00217,EVT-00184,ZLH-024,艾芜,unclear,SRC-0001,medium,yes
EVP-00218,EVT-00185,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00219,EVT-00186,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00220,EVT-00187,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00221,EVT-00188,ZLH-031,葛琴,待核,SRC-1125,medium,yes
EVP-00222,EVT-00188,ZLH-035,李辉英,待核,SRC-1125,medium,yes
EVP-00223,EVT-00189,ZLH-020,李求实,unclear,SRC-0001,medium,yes
EVP-00224,EVT-00190,ZLH-020,李求实,unclear,SRC-0001,medium,yes
EVP-00225,EVT-00191,ZLH-020,李求实,unclear,SRC-0001,medium,yes
EVP-00226,EVT-00192,ZLH-031,葛琴,unclear,SRC-0001,medium,yes
EVP-00227,EVT-00193,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00228,EVT-00194,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00230,EVT-00195,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00232,EVT-00196,ZLH-021,丁玲,unclear,SRC-0001,medium,yes
EVP-00233,EVT-00197,ZLH-022,张天翼,unclear,SRC-0001,medium,yes
EVP-00234,EVT-00198,ZLH-023,叶紫,unclear,SRC-0001,medium,yes
EVP-00236,EVT-00199,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00237,EVT-00200,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00238,EVT-00201,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00239,EVT-00202,ZLH-025,沙汀,unclear,SRC-0001,medium,yes
EVP-00240,EVT-00203,ZLH-026,胡风,unclear,SRC-0001,medium,yes
EVP-00241,EVT-00204,ZLH-026,胡风,unclear,SRC-0001,medium,yes
EVP-00242,EVT-00205,ZLH-027,萧军,unclear,SRC-0001,medium,yes
EVP-00243,EVT-00206,ZLH-028,萧红,unclear,SRC-0001,medium,yes
EVP-00244,EVT-00207,ZLH-029,聂绀弩,unclear,SRC-0001,medium,yes
EVP-00245,EVT-00208,ZLH-030,吴奚如,unclear,SRC-0001,medium,yes
EVP-00246,EVT-00209,ZLH-029,聂绀弩,unclear,SRC-0001,medium,yes
EVP-00251,EVT-00209,ZLH-031,葛琴,unclear,SRC-0001,medium,yes
EVP-00286,EVT-00209,ZLH-043,端木蕻良,unclear,SRC-0001,medium,yes
EVP-00291,EVT-00209,ZLH-048,王任叔,unclear,SRC-0001,medium,yes
EVP-00294,EVT-00209,ZLH-053,黄源,unclear,SRC-0001,medium,yes
EVP-00295,EVT-00209,ZLH-055,郑君里,unclear,SRC-0001,medium,yes
EVP-00306,EVT-00209,ZLH-119,何家槐,unclear,SRC-0001,medium,yes
EVP-00307,EVT-00209,ZLH-122,许广平,unclear,SRC-0001,medium,yes
EVP-00247,EVT-00210,ZLH-029,聂绀弩,unclear,SRC-0001,medium,yes
EVP-00248,EVT-00211,ZLH-029,聂绀弩,unclear,SRC-0001,medium,yes
EVP-00249,EVT-00212,ZLH-030,吴奚如,unclear,SRC-0001,medium,yes
EVP-00250,EVT-00213,ZLH-030,吴奚如,unclear,SRC-0001,medium,yes
EVP-00253,EVT-00214,ZLH-031,葛琴,unclear,SRC-0001,medium,yes
EVP-00254,EVT-00215,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00255,EVT-00216,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00256,EVT-00217,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00257,EVT-00218,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00258,EVT-00219,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00259,EVT-00220,ZLH-032,徐懋庸,unclear,SRC-0001,medium,yes
EVP-00260,EVT-00221,ZLH-034,彭康,unclear,SRC-0001,medium,yes
EVP-00261,EVT-00222,ZLH-035,李辉英,unclear,SRC-0001,medium,yes
EVP-00262,EVT-00223,ZLH-035,李辉英,unclear,SRC-0001,medium,yes
EVP-00263,EVT-00224,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00264,EVT-00225,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00265,EVT-00226,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00266,EVT-00227,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00268,EVT-00228,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00270,EVT-00229,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00271,EVT-00230,ZLH-036,穆木天,unclear,SRC-0001,medium,yes
EVP-00272,EVT-00231,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00273,EVT-00232,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00274,EVT-00233,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00276,EVT-00234,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00277,EVT-00235,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00278,EVT-00236,ZLH-037,楼适夷,unclear,SRC-0001,medium,yes
EVP-00279,EVT-00237,ZLH-038,陈荒煤,unclear,SRC-0001,medium,yes
EVP-00280,EVT-00238,ZLH-038,陈荒煤,unclear,SRC-0001,medium,yes
EVP-00281,EVT-00239,ZLH-039,欧阳山,unclear,SRC-0001,medium,yes
EVP-00283,EVT-00239,ZLH-042,魏金枝,unclear,SRC-0001,medium,yes
EVP-00302,EVT-00239,ZLH-059,白薇,unclear,SRC-0001,medium,yes
EVP-00303,EVT-00239,ZLH-081,陈白尘,unclear,SRC-0001,medium,yes
EVP-00304,EVT-00239,ZLH-083,林焕平,unclear,SRC-0001,medium,yes
EVP-00305,EVT-00239,ZLH-106,张光年,unclear,SRC-0001,medium,yes
EVP-00282,EVT-00240,ZLH-039,欧阳山,unclear,SRC-0001,medium,yes
EVP-00285,EVT-00241,ZLH-042,魏金枝,unclear,SRC-0001,medium,yes
EVP-00287,EVT-00242,ZLH-043,端木蕻良,unclear,SRC-0001,medium,yes
EVP-00288,EVT-00243,ZLH-045,周立波,unclear,SRC-0001,medium,yes
EVP-00289,EVT-00244,ZLH-047,林淡秋,unclear,SRC-0001,medium,yes
EVP-00290,EVT-00245,ZLH-047,林淡秋,unclear,SRC-0001,medium,yes
EVP-00292,EVT-00246,ZLH-048,王任叔,unclear,SRC-0001,medium,yes
EVP-00293,EVT-00247,ZLH-050,于黑丁,unclear,SRC-0001,medium,yes
EVP-00296,EVT-00248,ZLH-054,许幸之,unclear,SRC-0001,medium,yes
EVP-00297,EVT-00248,ZLH-091,叶以群,unclear,SRC-0001,medium,yes
EVP-00298,EVT-00249,ZLH-054,许幸之,unclear,SRC-0001,medium,yes
EVP-00299,EVT-00249,ZLH-100,姚蓬子,unclear,SRC-0001,medium,yes
EVP-00300,EVT-00250,ZLH-054,许幸之,unclear,SRC-0001,medium,yes
EVP-00301,EVT-00250,ZLH-100,姚蓬子,unclear,SRC-0001,medium,yes
EVP-00308,EVT-00251,ZLH-058,郭沫若,unclear,SRC-0001,medium,yes
EVP-00309,EVT-00252,ZLH-133,埃德加·斯诺,unclear,SRC-0001,medium,yes
